"MTurkCode","listNum","total_goal","goal","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
76253,3,3,3,3,7,7,5,5,5,5,7,4,5,1,1,3,7,5,4,1,NA,1,3,2,5,5,NA,4,6,2,5,1,3,7,3,3,4,3,5,6,7,3,4,1
77553,2,2,1,6,7,7,7,7,7,7,7,7,7,1,2,7,5,7,7,3,6,7,2,2,6,7,6,7,8,3,4,4,4,5,7,2,2,7,6,7,7,3,7,6
77553,2,2,2,5,7,8,7,7,6,3,6,7,4,3,4,5,7,4,5,3,5,2,1,2,6,6,6,7,6,5,6,6,4,6,5,4,5,6,6,5,6,3,5,6
77616,5,4,1,3,3,9,7,5,6,7,7,5,7,3,7,4,7,5,4,1,1,1,3,2,5,5,4,7,7,7,1,1,4,5,4,1,3,5,4,7,7,3,6,2
77616,5,4,2,3,4,8,1,7,4,7,7,6,7,1,7,6,4,6,4,3,1,2,3,1,7,7,7,7,8,7,2,5,7,7,2,5,4,5,4,7,7,3,7,4
77616,5,4,3,4,6,11,7,7,5,7,7,7,7,1,7,4,7,1,6,3,NA,7,2,2,3,7,7,7,8,7,1,7,7,7,4,7,1,7,7,7,7,3,5,7
77616,5,4,4,4,7,9,7,7,6,7,4,5,5,1,7,4,7,7,4,1,NA,2,1,2,7,7,4,7,6,7,4,7,7,5,3,1,4,5,3,7,7,3,7,1
77616,5,4,5,3,7,10,4,6,4,3,7,6,1,1,4,7,7,5,4,2,NA,1,1,2,7,7,7,7,8,7,7,5,5,7,4,1,1,4,4,3,7,3,6,4
78487,3,3,1,7,7,11,7,6,7,7,7,7,7,1,4,4,6,2,4,3,7,5,1,2,1,7,7,7,7,1,4,1,7,7,7,1,1,7,4,7,7,2,7,7
78487,3,3,2,7,7,6,4,4,4,7,7,4,7,4,1,4,7,4,4,1,4,1,3,1,6,4,6,4,7,4,7,7,7,4,7,1,4,1,7,7,7,3,4,7
78487,3,3,3,7,7,11,1,6,6,7,7,7,7,1,4,4,7,4,4,2,NA,7,1,1,7,7,7,7,7,7,1,7,4,7,7,4,1,7,7,7,7,4,7,7
78783,2,2,1,5,3,8,3,5,5,5,5,5,5,4,6,5,5,5,5,2,5,4,3,2,3,4,5,5,8,4,5,5,4,4,5,5,4,4,5,5,6,1,4,5
78783,2,2,2,4,4,8,3,5,5,5,5,5,5,4,6,6,5,6,4,1,5,4,2,1,5,5,5,7,2,7,1,4,5,5,4,7,5,6,5,6,5,3,5,5
79249,5,2,1,6,7,10,1,6,6,7,6,7,7,2,7,7,7,6,7,3,6,5,3,1,7,6,6,7,8,6,7,1,6,5,7,6,6,6,5,5,7,4,6,2
79249,5,2,2,5,3,8,5,1,6,2,7,4,NA,5,2,5,5,5,7,3,5,3,3,2,2,6,5,5,7,4,6,7,5,3,1,2,6,6,1,5,7,3,2,6
79249,5,2,3,3,5,2,1,1,5,3,7,2,7,6,2,3,6,6,4,2,NA,6,3,1,2,3,3,7,8,7,1,2,6,6,1,6,5,1,6,7,5,4,1,1
79249,5,2,4,5,6,9,1,6,5,2,7,6,2,3,1,2,7,2,7,NA,NA,6,2,1,5,7,5,7,8,6,4,1,2,5,6,7,1,4,1,7,5,4,1,5
79249,5,2,5,4,4,5,7,4,6,1,1,2,7,2,1,2,7,4,3,3,NA,1,3,1,2,2,5,3,5,3,7,1,3,3,7,1,5,1,6,6,4,2,1,6
79586,4,4,1,5,7,9,7,7,7,6,7,7,6,1,4,5,7,7,7,3,4,2,3,2,7,7,7,7,8,5,3,5,4,7,7,2,4,7,7,5,7,3,6,6
79586,4,4,2,5,7,10,6,7,7,5,7,7,NA,2,5,3,7,5,7,3,7,1,1,1,5,5,7,6,3,4,6,1,3,7,6,3,2,7,6,5,7,2,4,4
79586,4,4,3,5,7,11,7,7,7,5,7,7,6,2,5,3,7,4,4,3,NA,5,1,1,5,6,7,7,6,6,1,5,5,7,6,5,2,7,7,7,7,3,5,6
79586,4,4,4,5,7,10,7,7,7,3,7,7,5,3,5,3,7,4,7,3,NA,1,1,1,5,7,7,5,4,6,1,3,4,7,6,2,2,7,7,6,7,2,4,6
79732,3,3,1,7,7,10,7,7,6,7,7,7,4,1,4,2,6,6,7,3,7,4,1,2,7,7,7,7,1,7,5,4,6,6,5,4,2,7,7,7,7,3,7,7
79732,3,3,2,7,7,6,3,6,6,7,7,7,4,4,4,7,7,6,6,3,6,3,2,1,6,7,5,6,7,3,4,2,6,7,4,4,2,5,7,4,7,3,6,1
79732,3,3,3,4,7,7,7,6,6,7,7,7,2,1,4,3,7,6,3,3,NA,5,3,1,7,6,7,6,8,5,1,3,4,6,2,4,5,6,6,4,7,3,7,4
80182,2,2,1,6,6,8,2,5,5,6,6,6,6,2,4,2,6,5,6,3,3,2,3,1,6,5,5,6,6,4,3,5,6,6,6,3,3,4,6,6,7,3,4,5
80182,2,2,2,4,2,8,2,5,5,5,5,5,5,2,4,2,6,4,3,3,3,2,1,1,5,5,6,4,4,3,2,5,4,6,5,2,2,4,6,6,6,3,4,3
80232,3,3,1,6,7,11,1,6,7,7,7,7,7,2,1,4,7,3,6,3,7,7,1,2,1,7,7,7,6,1,1,3,3,7,7,7,3,7,7,7,7,3,7,7
80232,3,3,2,5,7,11,1,7,7,7,7,7,7,1,1,7,7,5,2,3,4,1,2,2,5,7,7,7,7,1,1,7,7,7,7,3,6,7,7,7,7,3,5,7
80232,3,3,3,7,7,10,1,5,5,7,7,6,5,1,1,3,7,4,5,1,NA,7,3,1,3,7,6,5,6,1,1,7,5,7,7,1,7,5,7,7,6,3,3,7
80450,3,3,1,7,7,6,4,6,6,6,7,7,7,4,6,4,7,6,7,3,1,2,3,2,6,5,7,6,8,6,1,5,4,7,5,2,6,7,7,6,7,3,4,5
80450,3,3,2,6,3,5,3,5,5,5,7,6,7,2,7,2,7,4,4,1,1,3,3,1,5,6,5,6,6,7,1,3,3,7,3,1,4,5,6,7,5,4,3,2
80450,3,3,3,6,1,4,7,7,7,7,6,6,7,2,7,5,7,7,4,1,NA,7,3,1,7,7,6,7,8,7,1,6,4,7,5,6,7,7,5,7,6,4,5,4
80704,5,4,1,7,7,11,1,7,7,7,7,7,5,1,4,7,7,5,7,3,3,4,2,1,7,7,7,7,2,7,6,3,6,7,7,1,4,6,7,7,7,3,7,6
80704,5,4,2,7,7,10,1,7,7,7,6,7,6,1,6,2,7,3,6,2,2,2,2,1,6,7,7,7,3,7,7,2,5,7,6,1,3,6,7,7,6,NA,6,3
80704,5,4,3,5,7,11,1,7,7,6,6,7,7,1,3,2,7,4,7,1,NA,5,1,1,7,7,4,7,7,7,3,5,2,6,7,7,3,7,6,7,5,3,5,6
80704,5,4,4,7,7,11,1,7,7,2,7,7,3,1,1,1,7,1,5,NA,NA,2,3,1,7,6,7,7,6,7,6,2,4,6,2,1,4,5,7,5,7,NA,5,2
80704,5,4,5,7,7,8,1,7,7,2,7,7,5,1,1,7,7,6,7,3,NA,4,1,2,7,7,7,7,6,7,6,1,4,7,7,1,3,6,7,7,7,2,7,7
81005,3,3,1,6,7,10,5,6,6,6,6,7,4,3,6,4,7,7,5,3,3,1,1,1,6,7,5,7,6,7,5,3,6,7,4,1,2,6,6,4,7,2,6,4
81005,3,3,2,5,2,9,6,7,7,7,6,7,5,1,7,6,6,6,7,3,4,1,1,1,7,7,5,7,6,7,5,5,7,7,5,2,3,7,6,5,7,1,7,4
81005,3,3,3,6,7,11,7,6,6,7,7,7,5,1,7,4,7,4,7,3,NA,1,1,1,7,7,7,7,4,7,5,4,7,7,5,1,1,6,7,5,7,1,6,4
81107,3,3,1,7,7,11,7,7,7,7,7,7,7,1,1,4,7,7,7,2,1,1,1,1,7,7,7,7,8,7,4,1,7,7,7,1,1,7,7,7,4,4,7,4
81107,3,3,2,7,7,11,7,7,7,1,7,7,7,1,4,7,7,4,7,3,7,7,1,2,7,7,7,7,7,7,4,7,4,7,7,7,4,7,7,7,7,4,7,7
81107,3,3,3,7,1,11,7,7,7,4,7,7,7,1,4,4,7,1,1,1,NA,4,1,1,7,7,4,7,8,7,4,7,7,7,7,4,1,7,7,7,1,4,4,4
81263,5,13,1,6,7,8,5,6,6,2,6,4,2,3,1,1,3,3,3,3,4,6,1,2,3,6,5,5,7,1,2,3,2,7,4,6,5,4,6,5,6,3,4,6
81263,5,13,2,6,7,6,3,6,5,4,6,4,5,3,1,1,7,4,4,3,1,1,1,1,2,2,5,3,1,2,5,1,3,7,1,1,3,2,7,2,7,3,3,3
81263,5,13,3,5,7,6,7,6,6,7,5,4,7,2,1,2,6,4,4,3,NA,3,3,2,5,6,3,5,8,3,1,4,1,7,5,4,5,5,5,5,7,3,3,5
81263,5,13,4,6,7,5,3,5,4,1,5,4,3,5,1,1,7,5,4,3,NA,2,3,1,5,5,5,3,7,4,6,1,4,6,6,5,6,3,6,6,7,3,3,3
81263,5,13,5,5,7,8,1,4,4,1,5,3,5,4,4,2,7,3,5,3,NA,1,1,1,2,2,5,3,8,3,6,1,2,6,2,1,2,4,6,3,4,3,2,1
81705,3,3,1,7,7,7,7,3,4,4,6,6,1,1,7,6,7,6,4,3,1,1,2,2,7,7,7,7,8,7,6,3,7,7,1,1,4,4,7,4,7,2,6,1
81705,3,3,2,7,7,8,1,5,5,7,7,7,7,1,5,4,7,4,6,3,3,3,1,2,7,7,7,7,7,7,5,7,7,7,5,5,2,5,7,7,7,2,7,3
81705,3,3,3,2,7,3,1,7,7,5,7,5,4,1,2,6,7,6,5,3,NA,5,3,1,5,7,5,7,8,7,1,7,7,7,1,4,4,4,7,4,7,3,7,1
82479,2,2,1,4,7,10,3,4,4,7,7,7,7,2,3,4,7,3,3,1,3,1,3,1,5,7,7,5,8,1,1,1,7,7,4,1,5,4,7,7,7,2,3,2
82479,2,2,2,5,5,10,3,4,4,7,6,5,7,1,5,4,1,4,2,1,2,5,3,1,5,7,5,5,8,3,1,1,7,6,2,1,4,5,5,7,1,4,3,2
82650,2,2,1,5,5,9,1,7,7,7,7,7,6,2,5,6,6,6,6,2,7,6,3,1,7,7,7,7,6,7,4,4,5,7,6,2,3,7,6,7,6,4,7,7
82650,2,2,2,5,7,7,6,7,7,2,7,7,5,4,2,2,7,7,6,3,6,2,3,2,7,7,5,7,8,6,2,6,7,7,7,3,5,7,6,6,7,NA,4,7
82737,3,3,1,4,7,9,7,7,7,7,7,7,4,1,4,1,7,4,7,3,3,3,3,2,5,7,7,7,6,4,1,3,4,7,7,1,1,7,7,5,7,3,4,5
82737,3,3,2,7,4,6,4,6,6,7,6,6,4,1,4,1,7,3,3,3,4,4,3,1,4,7,5,5,4,7,1,1,3,7,3,1,3,4,7,5,7,1,4,4
82737,3,3,3,7,5,6,1,6,6,7,7,6,6,1,4,1,7,7,7,3,NA,1,3,1,4,7,7,6,6,7,1,1,3,6,5,1,4,6,7,5,5,1,4,4
83050,4,3,1,6,7,9,7,7,5,7,6,7,6,1,4,6,7,7,4,3,6,1,1,2,7,7,7,7,1,6,3,1,5,7,6,1,2,5,6,6,7,3,6,4
83050,4,3,2,6,7,9,7,6,6,4,7,7,1,1,4,6,7,7,7,3,1,1,1,2,4,6,7,7,4,4,7,1,4,7,4,1,2,5,7,4,7,3,6,1
83050,4,3,3,5,7,9,7,6,6,1,7,7,1,1,4,4,7,6,6,3,NA,1,1,1,5,5,7,4,4,4,7,1,4,7,4,1,2,4,7,NA,7,3,4,1
83050,4,3,4,4,1,9,7,7,7,7,7,7,2,1,6,6,7,7,7,2,NA,6,1,1,7,7,7,7,1,7,1,5,7,7,6,5,5,6,6,6,7,3,7,4
83652,3,3,1,7,7,11,7,7,7,7,7,7,7,1,4,1,7,7,7,3,4,1,1,1,7,7,7,7,6,7,7,3,7,7,7,1,2,7,7,7,7,3,7,7
83652,3,3,2,7,7,10,1,7,5,7,7,6,5,1,7,1,7,7,7,3,7,7,3,1,7,7,7,7,6,7,1,7,7,7,7,1,4,7,7,7,7,4,7,7
83652,3,3,3,7,7,11,7,6,6,7,7,7,7,1,7,1,7,7,7,3,NA,7,1,1,7,7,7,7,3,7,4,7,7,7,7,2,1,7,7,7,7,3,6,7
83895,2,2,1,4,7,11,7,7,7,7,7,7,7,1,7,4,7,4,4,3,7,7,1,2,7,7,7,7,6,7,1,1,7,7,7,1,1,7,7,7,7,3,4,7
83895,2,2,2,1,7,11,1,7,7,7,7,7,7,1,7,7,7,4,4,2,4,1,1,1,7,7,4,4,7,7,4,1,4,7,7,1,1,7,7,7,7,4,4,7
84210,3,3,1,3,7,9,5,7,7,5,6,5,6,5,2,5,5,7,7,3,4,4,3,1,6,6,6,4,8,5,3,4,6,6,5,3,4,3,7,7,5,4,3,3
84210,3,3,2,4,7,8,2,7,7,3,6,4,4,4,3,2,6,7,6,3,7,3,3,1,7,7,5,7,4,4,5,7,7,6,6,6,3,4,5,7,4,3,4,2
84210,3,3,3,4,7,6,1,6,5,4,7,7,7,7,2,2,4,7,7,3,NA,7,1,1,3,6,7,7,7,2,1,1,2,7,7,7,4,5,7,7,7,3,7,7
84412,2,2,1,4,4,8,6,7,6,3,5,6,2,2,5,6,3,5,5,1,5,2,3,2,6,6,4,6,6,7,2,4,4,5,6,1,2,7,7,6,6,3,6,5
84412,2,2,2,7,NA,6,NA,7,7,7,5,7,1,3,4,4,2,6,4,NA,7,6,1,2,6,7,3,7,7,7,1,4,3,6,5,2,2,6,6,7,7,3,7,6
85079,3,3,1,5,7,9,7,7,7,7,7,7,7,2,3,7,7,5,2,3,3,1,3,1,7,7,4,7,6,7,4,5,7,7,4,7,6,7,7,7,7,1,7,4
85079,3,3,2,6,7,10,3,7,7,7,7,6,7,2,2,4,7,2,4,3,3,1,3,1,6,7,5,7,8,7,5,7,7,7,4,1,4,6,5,7,7,1,5,3
85079,3,3,3,4,7,8,NA,7,7,5,5,7,2,1,1,4,7,6,7,NA,NA,5,2,NA,4,7,5,7,8,3,4,1,7,2,2,1,2,7,5,4,7,3,7,7
85133,4,4,1,5,7,5,7,7,6,6,5,6,5,2,1,5,5,7,4,3,5,4,1,2,4,6,6,6,5,4,2,3,4,7,5,5,4,6,4,6,7,3,7,4
85133,4,4,2,4,7,8,7,7,7,6,5,5,5,2,2,3,7,5,4,2,3,3,3,1,7,7,5,6,6,4,3,3,5,7,5,2,4,6,5,6,5,3,3,1
85133,4,4,3,4,7,4,3,4,4,5,6,4,4,1,1,2,7,6,2,3,NA,7,3,1,4,5,6,3,7,4,1,6,4,7,5,7,6,3,5,6,7,3,2,3
85133,4,4,4,7,7,7,5,6,6,7,6,6,4,1,4,3,7,4,2,3,NA,4,3,1,7,7,5,6,7,7,3,5,7,7,5,4,6,4,7,6,6,NA,4,1
85353,4,4,1,7,7,11,4,7,7,7,7,7,2,3,5,7,7,7,7,3,1,1,1,2,7,7,7,7,8,7,1,1,4,7,6,1,1,7,7,7,7,4,7,7
85353,4,4,2,7,7,11,7,7,6,7,7,7,7,4,5,6,7,4,7,3,7,1,1,2,7,7,7,7,8,7,1,7,7,7,7,1,1,7,7,7,7,4,5,7
85353,4,4,3,4,7,9,7,5,3,4,7,5,4,3,1,1,7,3,4,1,NA,1,1,1,4,5,7,4,6,1,7,4,4,4,5,1,1,4,7,5,7,3,3,7
85353,4,4,4,5,7,2,1,5,5,7,6,4,7,1,1,4,7,5,3,1,NA,1,3,1,4,3,5,4,6,3,1,4,3,3,1,1,7,4,5,4,7,3,2,3
85424,5,5,1,5,7,10,7,6,6,6,7,7,5,3,4,2,7,3,4,3,2,5,1,2,5,7,7,5,6,6,5,7,5,7,4,1,2,6,7,7,7,3,6,4
85424,5,5,2,7,5,8,1,7,7,6,6,7,1,5,5,7,7,7,7,1,7,7,1,1,7,7,6,7,8,3,2,7,7,5,5,5,2,7,5,7,6,4,7,7
85424,5,5,3,4,6,10,7,6,5,5,7,6,3,2,3,3,6,2,2,3,NA,7,1,2,4,5,6,5,6,4,2,6,3,7,2,1,4,6,6,6,7,3,4,2
85424,5,5,4,5,6,9,3,6,6,3,5,6,4,3,5,2,7,6,2,3,NA,5,2,2,5,6,5,6,7,5,2,6,5,5,5,5,5,7,6,6,6,3,4,5
85424,5,5,5,5,6,10,1,6,6,3,5,5,5,2,4,1,7,3,3,1,NA,5,1,2,3,6,6,5,4,4,5,6,6,6,5,3,3,5,6,6,6,2,3,5
85430,5,5,1,4,7,4,7,6,6,5,7,5,7,3,4,3,7,5,6,1,5,3,3,2,5,7,7,7,7,6,3,7,5,7,3,2,6,4,7,6,7,3,4,1
85430,5,5,2,7,1,7,1,4,4,7,5,6,6,1,3,2,5,4,5,1,7,5,2,1,4,6,6,5,7,7,3,7,4,7,7,3,2,3,5,7,6,4,4,1
85430,5,5,3,7,7,9,4,4,4,7,7,6,6,1,5,1,7,5,5,2,NA,3,2,1,5,7,5,6,8,7,3,5,4,6,4,5,3,6,7,6,5,4,3,4
85430,5,5,4,2,1,2,1,6,6,7,4,3,6,1,7,1,5,4,4,1,NA,2,3,2,4,7,5,4,8,7,2,3,3,4,5,3,5,4,4,7,5,3,5,3
85430,5,5,5,7,7,4,7,3,3,5,6,3,5,1,6,2,7,4,4,3,NA,2,3,1,4,5,5,3,8,4,5,5,4,7,5,2,6,4,7,5,7,4,1,1
86064,3,3,1,6,7,10,5,6,6,7,7,7,5,1,1,4,7,4,6,3,1,1,1,2,6,7,7,7,4,4,3,4,7,7,4,1,3,6,7,5,6,3,4,1
86064,3,3,2,7,7,6,2,4,4,2,7,4,4,1,4,1,7,2,2,2,1,1,3,1,4,6,4,4,6,4,4,1,4,7,1,1,5,2,7,4,7,2,1,1
86064,3,3,3,7,7,5,3,6,6,3,6,4,3,1,4,4,7,4,5,1,NA,1,3,1,5,6,5,7,8,2,6,1,5,7,1,1,6,3,5,4,5,2,1,1
86100,5,7,1,4,7,11,1,7,7,4,7,7,4,2,7,5,7,4,4,1,4,1,1,2,7,7,7,7,7,7,4,1,7,7,5,1,2,7,7,4,7,2,6,7
86100,5,7,2,2,7,9,5,7,7,5,3,7,4,5,7,3,6,5,5,1,3,1,1,1,7,7,5,7,6,7,4,1,7,7,3,1,2,7,5,4,4,4,5,5
86100,5,7,3,7,7,8,7,6,6,7,2,6,6,4,5,6,3,7,4,1,NA,6,1,2,4,4,2,7,6,7,2,1,5,1,4,6,2,2,4,6,1,NA,4,7
86100,5,7,4,4,4,9,7,4,3,5,6,4,1,5,5,1,6,6,6,3,NA,2,1,1,2,4,7,4,4,3,2,1,3,7,2,2,2,5,6,4,7,3,4,4
86100,5,7,5,5,7,9,7,6,5,4,7,6,2,5,5,4,6,5,4,3,NA,2,1,1,4,7,6,7,4,3,6,1,7,7,4,1,2,5,7,4,6,3,5,6
86136,5,8,1,6,7,5,7,7,7,6,5,7,5,1,4,6,7,7,6,3,5,5,1,NA,5,7,3,7,6,4,1,5,3,5,7,3,3,7,5,6,7,3,5,4
86136,5,8,2,6,6,9,1,6,6,7,7,7,6,1,5,2,7,6,4,3,5,5,3,1,5,7,3,6,8,6,5,6,4,7,7,5,4,6,7,6,7,4,5,4
86136,5,8,3,6,7,8,1,6,6,5,5,7,6,2,2,6,6,4,3,1,NA,4,3,1,7,7,7,7,8,6,7,2,7,4,7,3,4,7,7,6,3,4,5,4
86136,5,8,4,6,6,6,6,4,4,6,5,5,5,1,5,2,6,7,2,1,NA,3,3,1,5,5,3,6,4,6,3,3,1,4,7,3,3,4,5,5,4,4,5,4
86136,5,8,5,6,NA,7,1,4,4,2,6,4,1,1,1,NA,7,4,3,3,NA,2,2,1,4,5,5,4,4,1,1,6,3,7,2,3,7,5,5,4,6,2,4,2
86564,3,3,1,7,7,9,7,6,6,7,6,7,5,1,1,4,7,6,6,3,6,2,3,2,7,7,7,7,6,4,3,3,2,7,7,1,4,6,6,6,7,3,6,7
86564,3,3,2,7,7,8,7,7,7,3,6,7,1,1,1,4,7,5,6,3,6,1,1,1,7,7,6,6,4,4,6,5,6,7,6,2,4,5,5,5,7,3,3,4
86564,3,3,3,6,7,11,7,7,7,7,7,7,6,1,1,7,6,7,5,3,NA,6,2,1,4,7,6,7,6,6,2,7,6,7,7,4,5,6,5,7,7,3,7,7
86807,3,3,1,4,7,7,6,5,6,7,5,4,7,3,4,3,7,4,7,2,6,2,3,1,5,6,5,6,6,3,2,2,6,6,6,2,4,5,5,6,5,3,4,2
86807,3,3,2,6,7,9,2,6,7,4,5,6,6,2,5,6,3,3,5,1,7,5,2,2,6,5,2,6,8,5,6,5,6,3,7,6,4,5,5,6,4,3,4,7
86807,3,3,3,6,5,11,7,5,4,4,5,7,4,1,3,3,3,3,4,3,NA,3,1,2,3,6,4,4,5,5,2,1,2,7,6,4,2,7,6,6,7,3,5,6
87159,3,2,1,4,7,8,7,7,7,6,7,7,5,1,7,4,6,6,3,3,6,5,3,2,7,5,7,7,7,7,1,3,5,7,5,5,7,6,6,6,7,3,5,1
87159,3,2,2,5,7,6,6,5,5,5,7,6,7,1,7,1,7,5,5,3,2,1,3,1,4,4,7,5,6,7,3,1,5,7,3,1,4,5,7,5,7,3,4,1
87159,3,2,3,4,7,6,1,5,6,6,5,4,6,1,7,1,7,6,7,2,NA,1,3,1,3,5,5,6,4,7,1,2,4,5,1,1,7,5,5,5,5,3,5,1
87239,4,3,1,4,7,8,7,7,7,7,6,6,6,2,5,4,7,6,4,3,2,1,3,1,7,7,5,7,6,7,2,3,6,7,6,4,5,6,6,5,7,3,7,4
87239,4,3,2,6,7,8,6,7,7,7,6,6,6,1,5,4,7,5,4,3,2,2,3,1,7,7,5,7,6,7,1,2,7,7,7,2,4,7,6,6,7,3,7,4
87239,4,3,3,6,7,10,3,7,7,4,6,7,7,1,3,4,6,5,5,3,NA,1,2,1,6,7,6,7,5,7,5,3,7,7,5,1,4,4,6,6,7,3,4,2
87239,4,3,4,6,7,11,2,7,7,5,7,7,6,1,2,6,7,2,6,1,NA,1,1,1,7,7,5,7,1,5,7,4,7,6,7,2,1,7,7,6,4,4,5,6
87849,3,3,1,5,7,10,7,6,6,5,5,7,5,2,6,5,6,3,4,2,1,1,1,2,4,6,6,7,1,6,6,4,5,6,4,2,1,6,7,4,7,3,5,1
87849,3,3,2,6,7,8,4,5,6,4,6,7,4,1,1,4,5,5,4,NA,1,1,1,2,2,5,5,6,5,7,6,4,6,5,1,2,2,5,6,6,3,3,4,3
87849,3,3,3,4,7,11,5,7,5,5,5,6,6,1,2,5,7,1,4,3,NA,1,1,NA,5,1,4,6,2,6,4,2,NA,5,1,1,1,4,6,6,5,3,2,1
88223,5,5,1,4,7,8,5,5,6,5,6,6,4,3,4,6,6,4,6,3,4,3,3,1,5,7,5,7,4,4,4,5,4,7,5,2,3,6,5,5,6,4,6,4
88223,5,5,2,5,7,9,3,6,6,7,7,6,7,3,5,6,6,4,4,3,4,3,3,1,7,7,6,7,6,4,4,6,4,6,5,3,3,7,7,6,7,3,4,6
88223,5,5,3,4,7,9,6,6,6,5,5,7,5,3,3,5,5,4,4,3,NA,3,1,1,5,7,5,7,4,4,2,5,4,7,4,1,3,6,6,7,6,3,4,4
88223,5,5,4,4,7,10,6,5,4,5,6,6,5,3,3,5,6,4,3,1,NA,2,1,1,5,7,5,5,4,3,2,5,6,4,5,2,2,6,7,7,3,3,3,4
88223,5,5,5,5,7,10,7,6,6,7,7,7,5,2,4,5,6,7,6,3,NA,5,3,2,7,7,6,7,5,4,4,5,6,7,6,2,3,7,6,7,7,3,6,4
89090,4,4,1,6,7,10,7,6,5,1,7,7,1,4,1,5,7,5,5,3,4,5,1,2,4,5,7,5,6,3,5,1,4,7,1,1,3,6,7,5,7,3,5,7
89090,4,4,2,5,7,8,6,7,7,6,7,7,5,3,2,4,7,7,7,3,2,1,3,1,6,6,6,7,8,2,5,2,4,7,3,1,2,5,7,6,7,3,2,6
89090,4,4,3,4,7,11,7,6,6,2,5,6,2,2,3,5,7,5,5,3,NA,5,1,2,2,5,6,6,7,2,5,1,4,7,1,2,2,5,6,4,7,3,5,4
89090,4,4,4,6,7,11,7,6,6,2,7,7,5,2,2,1,5,6,6,3,NA,7,1,2,4,7,7,7,6,6,1,7,6,7,5,7,3,7,5,5,7,2,7,7
89230,3,3,1,5,5,9,7,6,6,5,7,7,5,1,1,4,5,4,5,3,1,4,1,2,4,7,7,7,5,3,1,5,4,7,4,1,2,6,7,4,7,3,4,1
89230,3,3,2,6,7,8,7,6,6,7,7,7,6,1,1,3,6,4,6,3,3,NA,2,2,5,7,5,6,6,1,1,5,4,7,5,2,2,7,7,4,7,3,5,4
89230,3,3,3,4,7,11,7,5,5,6,6,6,5,1,3,2,7,4,3,3,NA,3,2,1,5,7,3,7,7,6,1,4,4,5,4,3,4,6,7,7,5,2,5,4
89623,4,4,1,6,4,10,2,6,6,7,7,7,7,1,4,2,7,5,4,1,6,3,1,1,7,7,7,7,5,7,1,4,5,6,5,1,3,7,7,7,6,3,7,7
89623,4,4,2,7,7,10,6,7,7,1,7,7,5,1,2,4,7,7,4,1,1,1,1,2,7,3,5,3,6,5,7,1,5,6,6,1,2,7,7,6,6,3,2,4
89623,4,4,3,5,7,9,6,7,7,6,7,6,7,1,5,2,7,7,3,1,NA,3,3,1,7,7,5,7,8,7,1,7,7,7,5,1,5,7,6,7,6,4,6,4
89623,4,4,4,6,7,10,7,6,6,1,7,7,3,1,1,4,3,6,7,1,NA,7,1,1,1,7,5,7,4,1,2,2,4,5,2,2,1,7,7,7,4,3,5,5
91379,4,2,1,7,1,9,7,7,7,7,7,7,7,1,1,4,7,4,7,1,7,4,1,1,7,7,7,7,5,7,7,4,7,7,7,7,1,5,7,7,7,3,1,7
91379,4,2,2,7,4,9,4,7,7,1,7,7,7,1,3,7,7,7,7,3,7,7,2,2,7,7,7,7,8,7,7,1,7,7,7,7,7,4,5,7,7,4,4,1
91379,4,2,3,1,7,8,5,7,7,7,4,7,7,4,1,4,7,7,7,NA,NA,1,3,2,7,7,7,7,8,7,1,7,7,7,7,7,4,4,7,3,7,4,1,4
91379,4,2,4,7,4,10,1,7,7,1,7,7,7,5,4,7,4,7,7,NA,NA,7,1,2,7,7,7,7,8,7,1,1,7,7,7,7,4,7,7,7,7,3,7,1
91493,5,6,1,7,7,9,5,5,6,7,7,7,1,2,5,1,6,5,7,2,4,2,1,1,5,5,6,6,5,5,5,1,2,7,5,2,2,2,7,5,7,3,6,4
91493,5,6,2,7,7,8,4,6,6,6,7,6,2,1,NA,1,6,5,4,3,4,1,1,1,4,5,7,5,4,4,1,1,1,7,6,1,4,3,7,5,7,3,5,5
91493,5,6,3,7,4,10,7,5,6,1,5,6,1,1,1,1,7,4,2,3,NA,1,1,2,1,1,7,5,6,1,5,1,6,7,6,1,6,6,6,4,7,3,4,7
91493,5,6,4,5,4,8,1,6,5,1,6,6,1,NA,1,4,5,4,2,3,NA,1,3,1,6,6,4,6,4,1,7,1,6,7,5,2,3,6,7,5,6,4,5,6
91493,5,6,5,5,4,8,7,6,6,1,6,6,4,1,1,7,4,7,4,3,NA,4,1,2,7,7,7,6,8,3,1,3,7,7,6,4,2,5,6,6,7,4,4,7
91955,2,2,1,7,7,11,7,6,6,7,7,7,7,1,2,7,7,7,7,1,1,1,1,1,7,7,7,7,8,7,7,1,7,7,4,1,1,7,7,7,4,4,5,7
91955,2,2,2,4,7,8,1,7,7,7,7,7,7,1,3,7,5,7,7,2,7,7,3,1,7,7,7,7,8,7,4,7,7,7,4,3,1,7,7,7,7,4,7,7
