"Goals","factor","GF","KA","KP","LN","MDK","MP","TS","ZH"
"get in better shape overall","Consensus",NA,NA,NA,2.75,4.25,NA,NA,NA
"get in better shape overall","External",NA,NA,NA,2.8,4.6,NA,NA,NA
"get in better shape overall","Value",NA,NA,NA,3.77777777777778,4.55555555555556,NA,NA,NA
"Get more exercise by walking the dog at least 3 days a week for at least 30 minutes","Clarity",NA,NA,NA,NA,7.33333333333333,NA,NA,NA
"Get more exercise by walking the dog at least 3 days a week for at least 30 minutes","Consensus",NA,NA,NA,NA,3.25,NA,NA,NA
"Get more exercise by walking the dog at least 3 days a week for at least 30 minutes","External",NA,NA,NA,NA,2.8,NA,NA,NA
"Get more exercise by walking the dog at least 3 days a week for at least 30 minutes","Value",NA,NA,NA,NA,2.55555555555556,NA,NA,NA
"Get more iron in my diet by eating at least a pound of spinach every week.","Clarity",6.5,NA,NA,5.83333333333333,NA,NA,NA,NA
"Get more iron in my diet by eating at least a pound of spinach every week.","Consensus",2.5,NA,NA,1.5,NA,NA,NA,NA
"Get more iron in my diet by eating at least a pound of spinach every week.","External",2.8,NA,NA,3.2,NA,NA,NA,NA
"Get more iron in my diet by eating at least a pound of spinach every week.","Value",2.88888888888889,NA,NA,2.44444444444444,NA,NA,NA,NA
"get my child out of the house more","Clarity",NA,NA,NA,NA,NA,2.5,NA,4.66666666666667
"get my child out of the house more","Consensus",NA,NA,NA,NA,NA,2,NA,2.75
"get my child out of the house more","External",NA,NA,NA,NA,NA,4.4,NA,5.8
"get my child out of the house more","Value",NA,NA,NA,NA,NA,3.77777777777778,NA,5
"Get rid of excess household possessions and donate useable goods to charity","Clarity",NA,6,5,NA,NA,NA,6,NA
"Get rid of excess household possessions and donate useable goods to charity","Consensus",NA,2.5,2,NA,NA,NA,1.75,NA
"Get rid of excess household possessions and donate useable goods to charity","External",NA,4.6,3.4,NA,NA,NA,2,NA
"Get rid of excess household possessions and donate useable goods to charity","Value",NA,4.22222222222222,3.66666666666667,NA,NA,NA,3.44444444444444,NA
"Get straight As in school","Clarity",NA,7.33333333333333,NA,NA,NA,3.66666666666667,NA,NA
"Get straight As in school","Consensus",NA,2,NA,NA,NA,2.75,NA,NA
"Get straight As in school","External",NA,5,NA,NA,NA,5.2,NA,NA
"Get straight As in school","Value",NA,5.44444444444444,NA,NA,NA,5.22222222222222,NA,NA
"getting my small business off the ground in the next 6 months","Clarity",NA,NA,NA,NA,6,NA,NA,3.83333333333333
"getting my small business off the ground in the next 6 months","Consensus",NA,NA,NA,NA,1.25,NA,NA,1.5
"getting my small business off the ground in the next 6 months","External",NA,NA,NA,NA,3.6,NA,NA,4.8
"getting my small business off the ground in the next 6 months","Value",NA,NA,NA,NA,6.33333333333333,NA,NA,5.375
"Go back to college this summer to work on degree in three months","Clarity",5.16666666666667,NA,NA,NA,NA,NA,NA,5.16666666666667
"Go back to college this summer to work on degree in three months","Consensus",2.25,NA,NA,NA,NA,NA,NA,2.25
"Go back to college this summer to work on degree in three months","External",4.6,NA,NA,NA,NA,NA,NA,4.4
"Go back to college this summer to work on degree in three months","Value",4.11111111111111,NA,NA,NA,NA,NA,NA,4.625
"Grow and Improve My financial knowledge","Clarity",NA,NA,NA,NA,NA,4.33333333333333,NA,4.5
"Grow and Improve My financial knowledge","Consensus",NA,NA,NA,NA,NA,3.5,NA,2
"Grow and Improve My financial knowledge","External",NA,NA,NA,NA,NA,5.2,NA,4
"Grow and Improve My financial knowledge","Value",NA,NA,NA,NA,NA,5.77777777777778,NA,4.25
"hang drywall and paint in laundry room ceiling","Clarity",NA,NA,3.6,NA,NA,6,NA,NA
"hang drywall and paint in laundry room ceiling","Consensus",NA,NA,1,NA,NA,1.75,NA,NA
"hang drywall and paint in laundry room ceiling","External",NA,NA,3,NA,NA,4.8,NA,NA
"hang drywall and paint in laundry room ceiling","Value",NA,NA,3.125,NA,NA,3.55555555555556,NA,NA
"Have 300 designs available and uploaded for my print on demand business- currently 194 should have an additional 50 in 3 months, to hit my goal by the end of the year.","Clarity",NA,NA,NA,6,6.83333333333333,NA,NA,NA
"Have 300 designs available and uploaded for my print on demand business- currently 194 should have an additional 50 in 3 months, to hit my goal by the end of the year.","Consensus",NA,NA,NA,1.25,0.75,NA,NA,NA
"Have 300 designs available and uploaded for my print on demand business- currently 194 should have an additional 50 in 3 months, to hit my goal by the end of the year.","External",NA,NA,NA,3.8,3.4,NA,NA,NA
"Have 300 designs available and uploaded for my print on demand business- currently 194 should have an additional 50 in 3 months, to hit my goal by the end of the year.","Value",NA,NA,NA,3.33333333333333,3.77777777777778,NA,NA,NA
"Have lunch with my cousin at least once a month for the rest of the year.","Clarity",NA,NA,NA,5.33333333333333,6.33333333333333,NA,NA,NA
"Have lunch with my cousin at least once a month for the rest of the year.","Consensus",NA,NA,NA,0.75,0.5,NA,NA,NA
"Have lunch with my cousin at least once a month for the rest of the year.","External",NA,NA,NA,3.4,5.4,NA,NA,NA
"Have lunch with my cousin at least once a month for the rest of the year.","Value",NA,NA,NA,3,4,NA,NA,NA
"Have raw vegetables (carrots, celery, broccoli, etc.) with my lunch sandwich at least 3 times a week.","Clarity",NA,NA,NA,NA,NA,5.83333333333333,5.5,NA
"Have raw vegetables (carrots, celery, broccoli, etc.) with my lunch sandwich at least 3 times a week.","Consensus",NA,NA,NA,NA,NA,2.75,2.75,NA
"Have raw vegetables (carrots, celery, broccoli, etc.) with my lunch sandwich at least 3 times a week.","External",NA,NA,NA,NA,NA,4.8,4.4,NA
"Have raw vegetables (carrots, celery, broccoli, etc.) with my lunch sandwich at least 3 times a week.","Value",NA,NA,NA,NA,NA,3.66666666666667,4.33333333333333,NA
"Have the money put together to go on a nice family vacation and stay in a cabin in the mountains.","Clarity",NA,6,4,NA,6.16666666666667,NA,NA,NA
"Have the money put together to go on a nice family vacation and stay in a cabin in the mountains.","Consensus",NA,1.5,1.33333333333333,NA,1.75,NA,NA,NA
"Have the money put together to go on a nice family vacation and stay in a cabin in the mountains.","External",NA,4.5,4.6,NA,6.2,NA,NA,NA
"Have the money put together to go on a nice family vacation and stay in a cabin in the mountains.","Value",NA,5,4.44444444444444,NA,4.88888888888889,NA,NA,NA
"Help my sister 1 day/week in her preschool (volunteer) until I find a new job","Clarity",6.5,NA,NA,NA,7.66666666666667,NA,NA,NA
"Help my sister 1 day/week in her preschool (volunteer) until I find a new job","Consensus",0.25,NA,NA,NA,1.25,NA,NA,NA
"Help my sister 1 day/week in her preschool (volunteer) until I find a new job","External",5.8,NA,NA,NA,3.8,NA,NA,NA
"Help my sister 1 day/week in her preschool (volunteer) until I find a new job","Value",3.33333333333333,NA,NA,NA,4.11111111111111,NA,NA,NA
"Help my tutee to be able to understand and become proficient in reading and math.","Clarity",NA,NA,NA,NA,NA,NA,5.33333333333333,NA
"Help my tutee to be able to understand and become proficient in reading and math.","Consensus",NA,NA,NA,NA,NA,NA,0.5,NA
"Help my tutee to be able to understand and become proficient in reading and math.","External",NA,NA,NA,NA,NA,NA,5,NA
"Help my tutee to be able to understand and become proficient in reading and math.","Value",NA,NA,NA,NA,NA,NA,4.88888888888889,NA
"i am going to buy a new bed","Clarity",NA,6.5,NA,NA,NA,NA,NA,NA
"i am going to buy a new bed","Consensus",NA,1.25,NA,NA,NA,NA,NA,NA
"i am going to buy a new bed","External",NA,1.8,NA,NA,NA,NA,NA,NA
"i am going to buy a new bed","Value",NA,2.88888888888889,NA,NA,NA,NA,NA,NA
"i am going to pay off my credit card","Clarity",5.83333333333333,NA,NA,NA,NA,4.33333333333333,NA,NA
"i am going to pay off my credit card","Consensus",3.25,NA,NA,NA,NA,3.5,NA,NA
"i am going to pay off my credit card","External",4.6,NA,NA,NA,NA,4.6,NA,NA
"i am going to pay off my credit card","Value",3.55555555555556,NA,NA,NA,NA,4.22222222222222,NA,NA
"I am striving for a promotion at work. I think that I will succeed in this within the next year.","Clarity",NA,NA,NA,NA,NA,NA,4.83333333333333,4.66666666666667
"I am striving for a promotion at work. I think that I will succeed in this within the next year.","Consensus",NA,NA,NA,NA,NA,NA,2.75,2.5
"I am striving for a promotion at work. I think that I will succeed in this within the next year.","External",NA,NA,NA,NA,NA,NA,3.6,4.6
"I am striving for a promotion at work. I think that I will succeed in this within the next year.","Value",NA,NA,NA,NA,NA,NA,5.66666666666667,5.25
"I am striving to be a much better wife.","Clarity",NA,5.16666666666667,NA,NA,NA,NA,4.5,NA
"I am striving to be a much better wife.","Consensus",NA,1.75,NA,NA,NA,NA,2.25,NA
"I am striving to be a much better wife.","External",NA,4.8,NA,NA,NA,NA,4.4,NA
"I am striving to be a much better wife.","Value",NA,5.4,NA,NA,NA,NA,4.55555555555556,NA
"I am trying to make a consistant habit of reading my Bible every morning within the next 2 months.","Clarity",NA,NA,NA,6.16666666666667,NA,NA,6.66666666666667,NA
"I am trying to make a consistant habit of reading my Bible every morning within the next 2 months.","Consensus",NA,NA,NA,1.5,NA,NA,0.75,NA
"I am trying to make a consistant habit of reading my Bible every morning within the next 2 months.","External",NA,NA,NA,2.6,NA,NA,5.25,NA
"I am trying to make a consistant habit of reading my Bible every morning within the next 2 months.","Value",NA,NA,NA,3,NA,NA,4,NA
"I am working on completing an Affiliate Marketing Website/","Clarity",NA,NA,NA,NA,NA,4.5,NA,5.5
"I am working on completing an Affiliate Marketing Website/","Consensus",NA,NA,NA,NA,NA,1.25,NA,1.75
"I am working on completing an Affiliate Marketing Website/","External",NA,NA,NA,NA,NA,4,NA,3.8
"I am working on completing an Affiliate Marketing Website/","Value",NA,NA,NA,NA,NA,3,NA,4.25
"I am working to save at least 200 dollars a month.","Clarity",NA,NA,6.6,NA,NA,NA,5,NA
"I am working to save at least 200 dollars a month.","Consensus",NA,NA,4.75,NA,NA,NA,2.75,NA
"I am working to save at least 200 dollars a month.","External",NA,NA,5.5,NA,NA,NA,3.4,NA
"I am working to save at least 200 dollars a month.","Value",NA,NA,5,NA,NA,NA,4.88888888888889,NA
"I am working toward earning additional graduate level credits to reach the next pay level at work.","Clarity",NA,NA,5.83333333333333,NA,4.66666666666667,NA,NA,NA
"I am working toward earning additional graduate level credits to reach the next pay level at work.","Consensus",NA,NA,4.25,NA,2.25,NA,NA,NA
"I am working toward earning additional graduate level credits to reach the next pay level at work.","External",NA,NA,4.66666666666667,NA,4.2,NA,NA,NA
"I am working toward earning additional graduate level credits to reach the next pay level at work.","Value",NA,NA,5,NA,5.33333333333333,NA,NA,NA
"i and going to buy a dresser","Clarity",NA,NA,NA,NA,NA,NA,4.83333333333333,5.33333333333333
"i and going to buy a dresser","Consensus",NA,NA,NA,NA,NA,NA,2.5,0.25
"i and going to buy a dresser","External",NA,NA,NA,NA,NA,NA,3.6,1.4
"i and going to buy a dresser","Value",NA,NA,NA,NA,NA,NA,2.55555555555556,2.125
"I currently weigh 225 lbs. My goal weight is 195","Clarity",NA,NA,NA,NA,NA,NA,NA,6.16666666666667
"I currently weigh 225 lbs. My goal weight is 195","Consensus",NA,NA,NA,NA,NA,NA,NA,1.5
"I currently weigh 225 lbs. My goal weight is 195","External",NA,NA,NA,NA,NA,NA,NA,3.2
"I currently weigh 225 lbs. My goal weight is 195","Value",NA,NA,NA,NA,NA,NA,NA,3.875
"I currently work 50 to 60 hours per week. My goal is to retire and work remotely as a consultant less hours","Clarity",NA,NA,NA,NA,5,NA,NA,4.5
"I currently work 50 to 60 hours per week. My goal is to retire and work remotely as a consultant less hours","Consensus",NA,NA,NA,NA,2.25,NA,NA,0.75
"I currently work 50 to 60 hours per week. My goal is to retire and work remotely as a consultant less hours","External",NA,NA,NA,NA,3.2,NA,NA,3
"I currently work 50 to 60 hours per week. My goal is to retire and work remotely as a consultant less hours","Value",NA,NA,NA,NA,5.11111111111111,NA,NA,4.625
"I have a goal of achieving my ideal body shape over the next 3 months","Clarity",4.6,NA,NA,NA,NA,4.33333333333333,NA,NA
"I have a goal of achieving my ideal body shape over the next 3 months","Consensus",3,NA,NA,NA,NA,4.25,NA,NA
"I have a goal of achieving my ideal body shape over the next 3 months","External",2,NA,NA,NA,NA,6.2,NA,NA
"I have a goal of achieving my ideal body shape over the next 3 months","Value",3.44444444444444,NA,NA,NA,NA,6,NA,NA
"I have a goal of bench pressing 405 pounds. I would like to continue progressing towards that goal. My current maximum is 315 pounds.","Clarity",NA,NA,NA,NA,NA,5.5,NA,5.83333333333333
"I have a goal of bench pressing 405 pounds. I would like to continue progressing towards that goal. My current maximum is 315 pounds.","Consensus",NA,NA,NA,NA,NA,1.5,NA,0.75
"I have a goal of bench pressing 405 pounds. I would like to continue progressing towards that goal. My current maximum is 315 pounds.","External",NA,NA,NA,NA,NA,5,NA,2.4
"I have a goal of bench pressing 405 pounds. I would like to continue progressing towards that goal. My current maximum is 315 pounds.","Value",NA,NA,NA,NA,NA,4.77777777777778,NA,3.375
"I have a goal of practicing my guitar 3 times a week by the end of April.","Clarity",NA,NA,NA,NA,NA,NA,6,6.16666666666667
"I have a goal of practicing my guitar 3 times a week by the end of April.","Consensus",NA,NA,NA,NA,NA,NA,0,-0.25
"I have a goal of practicing my guitar 3 times a week by the end of April.","External",NA,NA,NA,NA,NA,NA,2,1.6
"I have a goal of practicing my guitar 3 times a week by the end of April.","Value",NA,NA,NA,NA,NA,NA,2.66666666666667,2.5
"I have a goal of saving 50 dollars a month over the next 3 months","Clarity",NA,7.16666666666667,NA,NA,NA,NA,5.5,NA
"I have a goal of saving 50 dollars a month over the next 3 months","Consensus",NA,1,NA,NA,NA,NA,2.25,NA
"I have a goal of saving 50 dollars a month over the next 3 months","External",NA,2,NA,NA,NA,NA,2.6,NA
"I have a goal of saving 50 dollars a month over the next 3 months","Value",NA,3.875,NA,NA,NA,NA,4.66666666666667,NA
"I have a goal to get back into a little bit better shape again and shed roughly 7lbs.","Clarity",NA,NA,5.33333333333333,NA,NA,5.33333333333333,NA,NA
"I have a goal to get back into a little bit better shape again and shed roughly 7lbs.","Consensus",NA,NA,4,NA,NA,3.25,NA,NA
"I have a goal to get back into a little bit better shape again and shed roughly 7lbs.","External",NA,NA,4,NA,NA,5,NA,NA
"I have a goal to get back into a little bit better shape again and shed roughly 7lbs.","Value",NA,NA,4,NA,NA,5,NA,NA
"I have a goal to have my shoulder problem healed in 3 months","Clarity",NA,2.25,3.16666666666667,NA,NA,NA,5.83333333333333,NA
"I have a goal to have my shoulder problem healed in 3 months","Consensus",NA,2.75,0.75,NA,NA,NA,0.75,NA
"I have a goal to have my shoulder problem healed in 3 months","External",NA,5.75,3.2,NA,NA,NA,2.8,NA
"I have a goal to have my shoulder problem healed in 3 months","Value",NA,3.75,3.66666666666667,NA,NA,NA,3.66666666666667,NA
"I have a goal to lose 20 pounds in the next three months.","Clarity",5.66666666666667,6.66666666666667,4.5,NA,NA,NA,NA,NA
"I have a goal to lose 20 pounds in the next three months.","Consensus",3.5,1.75,2.25,NA,NA,NA,NA,NA
"I have a goal to lose 20 pounds in the next three months.","External",1.2,5,4.8,NA,NA,NA,NA,NA
"I have a goal to lose 20 pounds in the next three months.","Value",2.88888888888889,4.125,4.22222222222222,NA,NA,NA,NA,NA
"I have been trying to learn to play piano.","Clarity",NA,NA,NA,NA,5.66666666666667,NA,NA,4.5
"I have been trying to learn to play piano.","Consensus",NA,NA,NA,NA,2,NA,NA,0.75
"I have been trying to learn to play piano.","External",NA,NA,NA,NA,2.2,NA,NA,3
"I have been trying to learn to play piano.","Value",NA,NA,NA,NA,5.22222222222222,NA,NA,3.125
"I hope to Eat a vegetable or two everyday","Clarity",NA,6.66666666666667,NA,NA,NA,NA,6.16666666666667,NA
"I hope to Eat a vegetable or two everyday","Consensus",NA,3.75,NA,NA,NA,NA,3,NA
"I hope to Eat a vegetable or two everyday","External",NA,4,NA,NA,NA,NA,4.2,NA
"I hope to Eat a vegetable or two everyday","Value",NA,2.625,NA,NA,NA,NA,4.55555555555556,NA
"I intend to exercise at least four days every week.","Clarity",NA,6.83333333333333,5.83333333333333,NA,NA,NA,NA,NA
"I intend to exercise at least four days every week.","Consensus",NA,0.25,3.25,NA,NA,NA,NA,NA
"I intend to exercise at least four days every week.","External",NA,2.8,5,NA,NA,NA,NA,NA
"I intend to exercise at least four days every week.","Value",NA,4.44444444444444,4.75,NA,NA,NA,NA,NA
"I intend to lose 30 lbs in the next 3 months, 10 lbs each month","Clarity",5.83333333333333,NA,NA,NA,NA,NA,NA,6.5
"I intend to lose 30 lbs in the next 3 months, 10 lbs each month","Consensus",2.75,NA,NA,NA,NA,NA,NA,2.25
"I intend to lose 30 lbs in the next 3 months, 10 lbs each month","External",1,NA,NA,NA,NA,NA,NA,3.2
"I intend to lose 30 lbs in the next 3 months, 10 lbs each month","Value",3.11111111111111,NA,NA,NA,NA,NA,NA,4.5
"I intend to walk on the treadmill 6 hours each week","Clarity",NA,NA,NA,NA,NA,NA,NA,5.83333333333333
"I intend to walk on the treadmill 6 hours each week","Consensus",NA,NA,NA,NA,NA,NA,NA,1.25
"I intend to walk on the treadmill 6 hours each week","External",NA,NA,NA,NA,NA,NA,NA,2
"I intend to walk on the treadmill 6 hours each week","Value",NA,NA,NA,NA,NA,NA,NA,2.375
