"MTurkCode","goal_order","content","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility","total_fac","total_con","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","priority","progress_base","satisfaction_base","Extraversion_mean","Agreeableness_mean","Conscientiousness_mean","Neuroticism_mean","OpenMindedness_mean","BSCS_mean","GSE_mean","GS_mean","LET_mean","PS_mean","RSE_mean","SWL_mean","PSS_mean","K10_mean","BAS_drive","BAS_funSeeking","BAS_rewardResponse","BIS","GAT_disengagement","GAT_reengagement","age","gender","gender_4_TEXT","race","ethnicity","occupation","education","marital_status","income","subjectiveSES","three_month_goals","Value_4","Clarity_4","External_4","Consensus_4","Value_6","External_6","Attainability_6","Consensus_6","Measurability_6","Instrumentality_6","endTime","initial_time","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final","status","time_point","affordance_post","approach_avoidance_post","attainability_post","attainment_maintenance_post","attractiveness_achievement_post","attractiveness_progress_post","basic_needs_post","clarity_post","commonality_post","conflict_post","connectedness_post","construal_level_post","control_post","difficulty_post","end_state_specificity_post","external_importance_post","external_motivation_post","frequency_post","ideal_motivation_post","identified_motivation_post","importance_post","instrumentality_post","intrinsic_motivation_post","introjected_motivation_post","meaningfulness_post","measurability_post","ought_motivation_post","social_desirability_post","specificity_post","temporal_duration_post","visibility_post","adjusted_goals_F1","adjusted_goals_F2","adjusted_goals_F3","adjust_num","post_timePoint","Value_4_post","Clarity_4_post","External_4_post","Consensus_4_post","Value_6_post","External_6_post","Attainability_6_post","Consensus_6_post","Measurability_6_post","Instrumentality_6_post"
"A3HXM7BGH18FOW",1,"physical health","My goal is to exercise every day.",3,3,"recurrance",7,7,7,3,6,6,7,5,7,7,1,5,4,7,4,4,3,5,1,2,1,5,7,5,6,6,4,3,1,4,7,7,1,3,4,7,7,6,3,5,6,3,1,4,4.24,1,0,4,4.24,1,0,3,3,1,6,4,3.33333333333333,4.33333333333333,5,4.33333333333333,2.33333333333333,3.76923076923077,2.9,3.5,4.66666666666667,2.875,3,5.8,1.6,1.1,3.5,2.25,3.8,3.85714285714286,3.25,2,66,2,NA,"5",2,"counselor",5,NA,6,7,"",5.1,5.42857142857143,2.8,4.5,5.42857142857143,2.5,3.75,4.5,6.5,5.33333333333333,NA,3,2,7,7,6,8,4,7,6,"continued",5,4,5,6,2,8,1,6,5,"continued",3,4,5,6,5,7,6,6,5,"continued",5,NA,1.5,1.16666666666667,1.83333333333333,"F3",FALSE,TRUE,7,5,"continued","continued","F3",6,1,8,7,6,6,7,6,7,1,6,1,7,6,1,6,1,2,5,7,6,1,1,1,2,7,1,7,7,4,6,NA,NA,NA,0,"F3",4.6,5.71428571428571,3,5,4.71428571428571,2.66666666666667,3.5,5,7,4.66666666666667
"A3HXM7BGH18FOW",2,"skill development","My goal is to learn how to use my Cricut crafting machine in the next three months.",3,3,"long-term",4,7,6,5,6,5,1,2,6,1,1,1,1,5,7,4,1,1,1,1,1,1,3,2,4,5,1,5,1,1,3,2,1,4,4,4,3,4,3,1,4,3,1,1,0,1,0,1,0,1,0,0,0,2,0,1,3.33333333333333,4.33333333333333,5,4.33333333333333,2.33333333333333,3.76923076923077,2.9,3.5,4.66666666666667,2.875,3,5.8,1.6,1.1,3.5,2.25,3.8,3.85714285714286,3.25,2,66,2,NA,"5",2,"counselor",5,NA,6,7,"I would like to be proficient enough to make some crafts for my daughter's engagement party.",3,3.28571428571429,1.6,0,3,1.5,1.25,0,3.5,2.33333333333333,NA,4,1,7,7,4,6,7,6,7,"continued",1,1,7,7,5,6,5,6,6,"continued",3,3,5,5,5,7,6,6,5,"continued",1,NA,1.4,1.5,1.16666666666667,"F3",FALSE,TRUE,7,5,"continued","continued","F3",7,1,9,1,4,4,1,5,1,1,1,1,7,6,3,1,1,2,1,1,4,1,7,1,1,1,1,4,3,3,4,NA,NA,NA,0,"F3",2.4,4.42857142857143,1.6,-0.25,2.28571428571429,1.5,3.75,-0.25,2,3
"A3HXM7BGH18FOW",3,"physical health","My goal is to eat less sugary foods.",3,3,"recurrance",3,1,6,1,6,6,7,3,4,7,1,6,1,6,6,4,1,1,1,3,1,1,7,3,7,5,3,1,1,3,1,4,1,4,5,5,7,1,3,4,5,3,1,4,4.24,1,0,4,4.24,1,0,3,3,3,0,1,3.33333333333333,4.33333333333333,5,4.33333333333333,2.33333333333333,3.76923076923077,2.9,3.5,4.66666666666667,2.875,3,5.8,1.6,1.1,3.5,2.25,3.8,3.85714285714286,3.25,2,66,2,NA,"5",2,"counselor",5,NA,6,7,"",4.6,2.71428571428571,1.8,5,4.42857142857143,1.66666666666667,1.5,5,1,5,NA,4,5,4,4,3,2,2,5,1,"continued",4,5,4,3,3,4,4,5,2,"continued",3,8,3,3,1,1,3,4,1,"continued",3,NA,1.16666666666667,1.66666666666667,2.5,"F3",FALSE,TRUE,1,1,"continued","continued","F3",2,7,4,2,5,6,7,3,7,1,6,1,7,7,3,2,1,2,2,5,4,4,1,1,1,3,1,7,4,4,4,NA,NA,NA,0,"F3",4.1,3.14285714285714,1.8,5,3.42857142857143,1.66666666666667,0.5,5,3.5,5.66666666666667
"A770OB1ZAGJ4G",1,"finance","Paying down my credit cards until they are done.",4,4,"recurrance",6,7,7,6,7,7,4,7,7,6,2,3,6,7,7,6,1,3,5,3,2,4,7,6,7,8,6,1,6,4,7,6,6,4,7,7,7,7,4,6,7,6.5,1.5,6,0,2,0,6,0,2,0,4,4,1,2,2,1.66666666666667,4.66666666666667,4.66666666666667,3.33333333333333,4,4,2.8,3.75,4.16666666666667,3.05,1.9,4,1.7,2,1.5,1.5,3.4,4,4,4,61,2,NA,"5",2,"Librarian Assistant",3,4,1,2,"",5.8,5.57142857142857,5.4,4,6,4.83333333333333,3.25,4,7,5.33333333333333,NA,1,4,7,7,7,8,7,7,6,"continued",7,4,6,6,6,7,6,6,6,"continued",7,1,7,6,7,8,7,7,7,"continued",7,NA,2.33333333333333,2.66666666666667,2.5,"F3",FALSE,TRUE,8,7,"continued","continued","F3",7,1,11,1,7,7,7,7,7,1,1,7,7,7,1,7,6,1,7,7,7,4,1,7,5,7,7,7,7,3,7,NA,NA,NA,0,"F3",5.9,6.42857142857143,6.8,5,6.71428571428571,5.83333333333333,4.5,5,7,4
"A770OB1ZAGJ4G",2,"physical health","Eating healthy from now on.",4,4,"recurrance",6,7,5,1,6,7,6,6,7,7,4,5,7,7,7,5,1,4,5,3,1,5,6,6,7,8,6,1,6,5,7,6,5,6,7,6,6,7,4,7,6,6.5,1.5,6.67,0.58,1.33,0.58,6.67,0.58,1.33,0.58,5.33,5.33,3,1,1,1.66666666666667,4.66666666666667,4.66666666666667,3.33333333333333,4,4,2.8,3.75,4.16666666666667,3.05,1.9,4,1.7,2,1.5,1.5,3.4,4,4,4,61,2,NA,"5",2,"Librarian Assistant",3,4,1,2,"",6.1,4.85714285714286,5.2,4.5,6.14285714285714,5,2.5,4.5,7,6,NA,1,5,7,6,5,7,5,5,3,"continued",6,5,4,3,5,2,5,5,1,"continued",4,4,7,7,7,6,6,7,5,"continued",7,NA,2.83333333333333,3.66666666666667,3,"F3",FALSE,TRUE,6,5,"continued","continued","F3",7,3,7,7,6,6,7,7,7,1,6,6,7,7,3,6,6,2,5,7,7,6,3,7,4,6,7,7,2,4,6,NA,NA,NA,0,"F3",6,5,6.4,4.5,5.85714285714286,5.5,3.5,4.5,4,6.33333333333333
"A770OB1ZAGJ4G",3,"physical health","Losing weight until I reach my goal weight.",4,4,"recurrance",6,7,7,7,7,7,6,7,7,7,3,6,7,7,7,6,1,7,6,3,1,5,7,6,7,8,6,1,6,5,7,6,6,6,7,5,6,7,4,6,6,6.5,1.5,6.67,0.58,1.33,0.58,6.67,0.58,1.33,0.58,5.33,5.33,4,1,1,1.66666666666667,4.66666666666667,4.66666666666667,3.33333333333333,4,4,2.8,3.75,4.16666666666667,3.05,1.9,4,1.7,2,1.5,1.5,3.4,4,4,4,61,2,NA,"5",2,"Librarian Assistant",3,4,1,2,"",6.4,5.42857142857143,6.2,4.5,6.42857142857143,5.66666666666667,3.25,4.5,7,6.33333333333333,NA,1,5,7,6,6,6,6,6,2,"continued",7,6,4,4,5,2,5,5,1,"continued",5,8,5,5,7,4,6,6,3,"continued",5,NA,3,3.5,3.33333333333333,"F3",FALSE,TRUE,4,3,"continued","continued","F3",7,1,6,2,7,7,6,6,7,1,6,7,7,7,1,6,6,2,6,7,7,7,1,7,6,7,7,7,7,3,7,NA,NA,NA,0,"F3",6.7,5.57142857142857,6.6,4.75,6.71428571428571,5.66666666666667,3,4.75,7,6.66666666666667
"A770OB1ZAGJ4G",4,"physical health","Exercising and walking more to strengthen my lungs.",4,4,"recurrance",7,7,8,1,7,7,7,7,7,5,1,7,7,7,7,7,1,7,7,2,1,7,7,7,7,7,7,3,7,7,7,6,6,5,7,7,7,7,4,7,7,6.5,1.5,6.67,0.58,1.33,0.58,6.67,0.58,1.33,0.58,5.33,5.33,2,3,2,1.66666666666667,4.66666666666667,4.66666666666667,3.33333333333333,4,4,2.8,3.75,4.16666666666667,3.05,1.9,4,1.7,2,1.5,1.5,3.4,4,4,4,61,2,NA,"5",2,"Librarian Assistant",3,4,1,2,"",7,6,6.8,4,7,5.83333333333333,3.75,4,7,7,NA,2,5,5,5,5,6,6,5,3,"continued",6,7,5,4,5,3,6,5,2,"continued",5,4,6,5,7,7,6,6,5,"continued",6,NA,3.66666666666667,3.5,3,"F3",FALSE,TRUE,7,5,"continued","continued","F3",6,1,7,7,6,6,7,6,6,1,6,7,7,6,2,7,7,2,6,7,7,7,4,5,5,6,5,7,7,4,6,NA,NA,NA,0,"F3",6.3,5.42857142857143,6,4,6.28571428571429,5.16666666666667,3.25,4,6.5,6.66666666666667
"A17KN7NAP48L4B",1,"physical health","My goal is to reach my goal weight of 170 in the next three months.",3,3,"short-term",4,7,9,7,7,7,7,7,7,4,1,4,1,7,4,7,3,3,3,3,2,5,7,7,7,6,4,1,3,4,7,7,1,1,7,7,5,7,3,4,5,6.33,1,7,0,1,0,7,0,1,0,6,6,1,9,6,1.33333333333333,4,2.66666666666667,3,4,2.84615384615385,3,3,3.16666666666667,2.85,1.7,4,1.3,1.9,1.75,2,3,3.85714285714286,3,3.66666666666667,31,2,NA,"1",1,"Unemployed",4,1,1,3,"",5,5.71428571428571,3,3.75,5.42857142857143,2.66666666666667,4,3.75,7,5,"three_month",3,1,7,7,6,10,5,6,7,"continued",6,1,7,7,7,11,4,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.5,2,NA,"F2",FALSE,NA,11,7,"completed","completed","F2",7,1,11,1,7,7,7,7,4,1,7,7,7,4,1,7,1,1,7,7,7,7,1,1,4,7,1,5,7,3,6,NA,NA,NA,0,"F2",6.4,6.42857142857143,3.2,3.75,6.57142857142857,2.83333333333333,5.25,3.75,7,7
"A17KN7NAP48L4B",2,"physical health","My goal is to drink three bottles of water or six cups of water every day.",3,3,"recurrance",7,4,6,4,6,6,7,6,6,4,1,4,1,7,3,3,3,4,4,3,1,4,7,5,5,4,7,1,1,3,7,3,1,3,4,7,5,7,1,4,4,6.33,1,5.5,2.12,1,0,6.5,0.71,1,0,4.5,5.5,2,0,1,1.33333333333333,4,2.66666666666667,3,4,2.84615384615385,3,3,3.16666666666667,2.85,1.7,4,1.3,1.9,1.75,2,3,3.85714285714286,3,3.66666666666667,31,2,NA,"1",1,"Unemployed",4,1,1,3,"",4.6,5.57142857142857,2.8,3.75,4.57142857142857,2.5,4,3.75,7,6,NA,5,4,7,4,7,9,4,7,7,"continued",4,1,4,4,4,8,3,5,2,"continued",4,5,4,3,4,7,1,5,3,"continued",4,NA,1.66666666666667,2.33333333333333,2,"F3",FALSE,TRUE,7,3,"continued","continued","F3",6,3,8,7,6,6,6,6,4,1,7,4,7,3,1,1,1,2,6,6,6,7,1,3,5,7,1,5,7,5,4,NA,NA,NA,0,"F3",5.6,5.71428571428571,2,3.5,5.57142857142857,1.83333333333333,4.25,3.5,7,7
"A17KN7NAP48L4B",3,"physical health","My goal is to exercise every other day.",3,3,"recurrance",7,5,6,1,6,6,7,7,6,6,1,4,1,7,7,7,3,4,1,3,1,4,7,7,6,6,7,1,1,3,6,5,1,4,6,7,5,5,1,4,4,6.33,1,6.5,0.71,1,0,5.5,2.12,1,0,5.5,4.5,3,2,3,1.33333333333333,4,2.66666666666667,3,4,2.84615384615385,3,3,3.16666666666667,2.85,1.7,4,1.3,1.9,1.75,2,3,3.85714285714286,3,3.66666666666667,31,2,NA,"1",1,"Unemployed",4,1,1,3,"",5.1,5.28571428571429,2.2,4.25,4.71428571428571,2,3.25,4.25,5.5,6,NA,3,2,4,4,4,5,4,5,4,"adjusted",4,5,2,2,3,2,3,4,1,"abandoned",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.33333333333333,3.33333333333333,NA,"F2",FALSE,NA,2,1,"abandoned","abandoned","F2",4,1,6,7,6,6,5,3,4,1,4,4,4,5,2,3,1,2,5,4,4,4,1,1,4,6,2,4,5,5,1,"My goal is to do strength training every other day.",NA,NA,1,"F2",4.6,3.85714285714286,1.6,3,4.71428571428571,1.5,2,3,5.5,4
"A110BZSDZN7E16",1,"other","To move to Gulf Shores, Alabama by the beginning of Summer 2021",3,4,"short-term",4,7,8,7,7,7,5,7,7,4,1,1,4,7,7,7,3,7,1,2,2,7,4,7,7,8,7,7,1,5,7,5,1,1,7,7,7,7,3,6,7,2.33,1.33,2.5,2.12,1.5,0.71,3.5,3.54,1.5,0.71,1,2,1,7,6,2.33333333333333,4.66666666666667,5,1,3.66666666666667,4.38461538461539,3.9,5,4.83333333333333,3.925,2.7,3.8,0.2,1,3.5,2.25,3.6,1.28571428571429,1,4.5,48,1,NA,"5",2,"shipping clerk",2,2,3,4,"",5.6,5.57142857142857,3.4,2.25,5.85714285714286,3,3,2.25,7,5,"three_month",1,1,7,7,7,11,5,7,7,"continued",7,1,7,7,7,11,5,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.5,2.16666666666667,NA,"F2",FALSE,NA,11,7,"completed","completed","F2",7,1,11,1,7,7,6,7,5,1,5,7,7,7,3,6,1,1,7,7,7,7,6,1,6,7,1,6,7,1,7,NA,NA,NA,0,"F2",6.7,6.42857142857143,3.2,2.75,6.85714285714286,2.83333333333333,4.5,2.75,7,6.33333333333333
"A110BZSDZN7E16",2,"physical health","To lose 20 pounds before the beginning of Summer 2021",3,4,"short-term",7,7,6,7,6,6,6,6,7,6,1,1,4,7,6,6,3,4,3,1,2,7,6,6,7,6,4,5,5,3,7,6,1,1,7,6,6,7,3,5,5,2.33,1.33,1,0,1,0,1,0,1,0,0,0,3,3,3,2.33333333333333,4.66666666666667,5,1,3.66666666666667,4.38461538461539,3.9,5,4.83333333333333,3.925,2.7,3.8,0.2,1,3.5,2.25,3.6,1.28571428571429,1,4.5,48,1,NA,"5",2,"shipping clerk",2,2,3,4,"",5,5.57142857142857,3.6,3.25,5.57142857142857,3.16666666666667,3.25,3.25,7,4,"three_month",3,7,7,6,6,1,3,5,1,"continued",6,2,7,7,6,5,5,6,5,"continued",6,1,7,7,7,8,3,7,6,"adjusted",5,NA,1.5,1.66666666666667,1.5,"F3",FALSE,TRUE,8,6,"adjusted","adjusted","F3",6,1,11,7,7,6,7,7,5,1,4,4,7,7,1,7,1,1,7,7,7,6,2,5,5,7,2,7,7,2,7,NA,NA,"Lose the weight by the beginning of July",1,"F3",6,6.28571428571429,4.4,4.25,6.14285714285714,3.83333333333333,4.25,4.25,7,5.66666666666667
"A110BZSDZN7E16",3,"finance","To try and pay off all of my credit cards before the beginning of Summer 2021",3,4,"long-term",6,7,9,6,7,6,5,7,7,7,3,4,3,7,7,7,3,7,1,1,2,7,7,7,7,6,7,1,2,5,7,1,1,1,7,7,7,7,3,6,1,2.33,1.33,3.5,3.54,1.5,0.71,2.5,2.12,1.5,0.71,2,1,2,6,6,2.33333333333333,4.66666666666667,5,1,3.66666666666667,4.38461538461539,3.9,5,4.83333333333333,3.925,2.7,3.8,0.2,1,3.5,2.25,3.6,1.28571428571429,1,4.5,48,1,NA,"5",2,"shipping clerk",2,2,3,4,"I plan to have all of my credit card debt paid off by working extra hours to put towards those credit card balances. ",6,5.71428571428571,2.4,4.5,6,2.5,3.75,4.5,7,6,NA,3,4,7,7,7,9,6,7,7,"continued",7,1,7,7,7,7,5,7,7,"continued",7,1,7,7,7,11,7,7,7,"completed",7,"F3",1.66666666666667,2,1.66666666666667,"F3",FALSE,TRUE,11,7,"completed","completed","F3",7,1,11,1,7,7,5,7,7,1,7,5,7,7,3,7,2,2,7,7,7,7,1,1,3,7,1,7,7,1,7,NA,NA,NA,0,"F3",6.4,6.42857142857143,3.6,4.5,6.14285714285714,3.16666666666667,4.5,4.5,7,7
"A1X388C6SDCDEY",1,"religion","I want to spend much more time reading my Bible and praying tp God.",4,4,"recurrance",7,NA,7,NA,7,7,2,4,6,6,3,4,7,7,7,2,1,2,1,3,1,7,7,3,7,8,7,2,1,7,5,4,1,7,6,7,7,6,4,3,2,4.67,2.5,5.33,2.89,2.33,1.53,4,2.65,2,1.73,3,2,1,3,2,1.66666666666667,4.66666666666667,1.66666666666667,2.33333333333333,1,2.23076923076923,2.8,2,3.16666666666667,2,2.4,5.4,0.9,1.3,1,1.75,2.2,2.57142857142857,5,1.16666666666667,59,2,NA,"5",2,"home maker",2,2,4,5,"",6.7,4.71428571428571,1.4,3.25,7,1.66666666666667,2.75,3.25,5.5,6,NA,1,4,5,5,3,5,2,7,5,"continued",7,6,5,4,5,4,1,7,3,"continued",4,4,6,5,6,5,1,7,4,"continued",6,NA,1.66666666666667,2.16666666666667,1.66666666666667,"F3",FALSE,TRUE,5,4,"continued","continued","F3",6,1,10,7,7,7,6,4,7,5,6,7,7,5,4,3,1,2,7,7,7,7,3,1,7,5,1,7,5,5,3,NA,NA,NA,0,"F3",6.7,4.57142857142857,1.8,4.25,7,2.33333333333333,3.75,4.25,5,6.66666666666667
"A1X388C6SDCDEY",2,"skill development","I have been trying to learn to play piano. ",4,4,"recurrance",3,NA,4,6,7,7,1,4,4,4,6,2,3,7,7,2,1,2,1,3,1,7,5,2,5,8,2,5,1,4,4,2,1,6,5,5,5,5,4,3,2,4.67,2.5,2.33,0.58,4.33,0.58,3.67,2.08,3.33,1.15,-2,0.33,4,2,1,1.66666666666667,4.66666666666667,1.66666666666667,2.33333333333333,1,2.23076923076923,2.8,2,3.16666666666667,2,2.4,5.4,0.9,1.3,1,1.75,2.2,2.57142857142857,5,1.16666666666667,59,2,NA,"5",2,"home maker",2,2,4,5,"",4.9,3,1.4,1.25,5.42857142857143,2.16666666666667,1,1.25,4.5,3.66666666666667,NA,1,8,1,2,2,1,2,7,1,"continued",1,6,1,1,1,1,1,5,1,"adjusted",1,6,1,1,1,NA,2,6,NA,"continued",2,NA,3.33333333333333,3.5,3.66666666666667,"F3",FALSE,NA,NA,NA,"continued","continued","F3",5,1,8,2,7,7,1,5,6,6,1,6,7,7,2,2,1,3,6,7,7,1,6,1,3,7,1,7,7,3,4,NA,"I will resume sometime in the future.",NA,1,"F3",5.2,4.71428571428571,1.8,2,6.14285714285714,2.5,2.75,2,7,3
"A1X388C6SDCDEY",3,"family","I am striving to be a much better wife.",4,4,"recurrance",7,7,7,1,7,7,5,3,6,6,2,5,7,7,7,4,1,7,7,3,1,7,7,3,7,8,6,4,1,7,3,2,1,5,7,7,5,5,4,6,1,4.67,2.5,4.33,2.31,2,1.73,5.67,2.31,2,1.73,2.33,3.67,3,5,2,1.66666666666667,4.66666666666667,1.66666666666667,2.33333333333333,1,2.23076923076923,2.8,2,3.16666666666667,2,2.4,5.4,0.9,1.3,1,1.75,2.2,2.57142857142857,5,1.16666666666667,59,2,NA,"5",2,"home maker",2,2,4,5,"",6.7,4.28571428571429,3.4,3,7,3.16666666666667,2.5,3,4,6,NA,1,4,5,5,4,5,3,5,4,"continued",7,2,5,5,1,NA,1,6,4,"continued",5,6,5,6,2,4,1,5,2,"continued",5,NA,2,2.83333333333333,2.5,"F3",FALSE,NA,4,2,"continued","continued","F3",5,1,8,1,NA,7,7,5,5,7,3,7,6,7,3,7,1,2,7,7,7,6,3,1,6,5,1,6,5,5,1,NA,NA,NA,0,"F3",NA,3.85714285714286,2.2,3.75,NA,3,2.75,3.75,5,5
"A1X388C6SDCDEY",4,"other","I want to manage my time better.",4,4,"recurrance",5,NA,3,1,7,7,7,3,7,7,1,7,7,7,7,1,1,7,7,3,1,7,7,1,7,8,7,1,1,7,5,2,1,7,7,7,7,5,4,7,1,4.67,2.5,6.67,0.58,1.33,0.58,5.33,2.89,2.67,2.08,5.33,2.67,2,2,1,1.66666666666667,4.66666666666667,1.66666666666667,2.33333333333333,1,2.23076923076923,2.8,2,3.16666666666667,2,2.4,5.4,0.9,1.3,1,1.75,2.2,2.57142857142857,5,1.16666666666667,59,2,NA,"5",2,"home maker",2,2,4,5,"",7,3.85714285714286,3.4,5,7,3,1,5,5,7,NA,1,5,5,5,3,3,3,7,3,"continued",5,6,2,1,1,1,1,1,1,"continued",1,4,5,5,3,6,2,5,5,"continued",5,NA,2.33333333333333,3.66666666666667,2.83333333333333,"F3",FALSE,TRUE,6,5,"continued","continued","F3",6,1,8,7,7,7,5,5,6,3,7,7,6,6,3,7,1,2,5,7,7,7,1,1,4,5,1,7,6,5,2,NA,NA,NA,0,"F3",6.4,4.71428571428571,2.4,4.25,6.28571428571429,2.5,3.25,4.25,5.5,6.66666666666667
"A1BSVEBYDZ0AAU",1,"physical health","My goal is to start doing cardio consistently at least 3 times per week.",3,3,"recurrance",5,6,7,6,5,6,7,6,3,5,2,6,3,7,6,6,2,2,1,3,1,6,7,5,5,3,3,1,2,4,7,2,1,5,4,6,6,2,NA,3,2,1.5,2.83,2,0,3,2.83,1.5,0.71,3,1.41,-1,-1.5,2,7,3,1.33333333333333,3.66666666666667,2.66666666666667,3.33333333333333,1.33333333333333,2.92307692307692,1.6,3.25,3,3.075,0.4,2.2,1.6,2.4,2.25,2.75,3.8,3.42857142857143,2,3.33333333333333,26,1,NA,"5",2,"unemployed",2,1,5,3,"",5.1,4.57142857142857,1.6,4.25,5.14285714285714,1.66666666666667,3,4.25,4.5,5.33333333333333,NA,6,4,4,5,6,6,1,7,6,"adjusted",5,3,4,4,5,8,1,6,5,"continued",3,4,6,5,7,9,1,7,7,"continued",4,NA,2.33333333333333,2,1.83333333333333,"F3",FALSE,TRUE,9,7,"continued","continued","F3",6,1,10,7,5,5,7,7,5,2,5,8,7,3,1,1,5,2,5,6,5,5,1,2,4,6,1,6,6,5,1,"I've decided to cut it down to 2 days per week for now because I felt that 3 days was a bit ambitious for my goal.",NA,NA,1,"F3",5.1,5.71428571428571,2,4.25,5.42857142857143,2,5,4.25,6,5.66666666666667
"A1BSVEBYDZ0AAU",2,"other","My goal is to complete my scheduled weight training every day it's scheduled.",3,3,"recurrance",7,5,10,1,6,7,6,7,7,6,4,4,2,7,3,7,3,1,1,3,1,6,7,7,7,6,1,6,6,5,7,3,1,2,5,7,6,6,4,5,3,1.5,2.83,1.5,0.71,4,0,1.5,0.71,1,0,-2.5,0.5,1,NA,NA,1.33333333333333,3.66666666666667,2.66666666666667,3.33333333333333,1.33333333333333,2.92307692307692,1.6,3.25,3,3.075,0.4,2.2,1.6,2.4,2.25,2.75,3.8,3.42857142857143,2,3.33333333333333,26,1,NA,"5",2,"unemployed",2,1,5,3,"",4.8,5.71428571428571,2.4,3,5.71428571428571,2.66666666666667,5.25,3,6.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"continued","F3",6,1,10,7,6,6,7,7,5,4,4,5,7,5,4,1,1,2,7,7,7,3,3,4,5,7,1,6,6,5,3,NA,NA,NA,0,"F3",5.5,5.57142857142857,2,3.75,6.14285714285714,2.33333333333333,4.5,3.75,6.5,4.66666666666667
"A1BSVEBYDZ0AAU",3,"house work","My goal is to tidy up my room on a weekly basis.",3,3,"recurrance",7,4,4,NA,3,5,7,7,2,3,2,1,NA,7,5,5,3,2,1,3,1,3,6,2,4,2,1,1,4,4,3,1,2,6,4,7,6,2,NA,3,1,1.5,2.83,1,0,1.5,0.71,1.5,0.71,4.5,0.71,-0.5,-3,3,0,1,1.33333333333333,3.66666666666667,2.66666666666667,3.33333333333333,1.33333333333333,2.92307692307692,1.6,3.25,3,3.075,0.4,2.2,1.6,2.4,2.25,2.75,3.8,3.42857142857143,2,3.33333333333333,26,1,NA,"5",2,"unemployed",2,1,5,3,"",NA,4,2,3.75,NA,2,3.25,3.75,2.5,3,NA,7,5,2,2,1,1,1,7,1,"abandoned",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.83333333333333,NA,NA,"F1",FALSE,NA,1,1,"abandoned","abandoned","F1",7,2,2,7,4,5,6,7,5,1,1,1,7,5,1,1,2,2,2,6,4,2,1,2,1,3,2,5,3,5,1,NA,NA,NA,0,"F1",3.1,4,1.6,3.75,3.28571428571429,1.5,2.75,3.75,3,3.33333333333333
"A1D2ZSPIHOI23K",1,"academic/school","My goal is to make deans list in final semester.",3,4,"short-term",5,4,8,6,5,5,5,3,3,4,4,4,4,5,3,3,1,4,3,2,2,4,4,3,5,4,4,5,5,2,4,3,4,3,3,5,3,6,2,5,3,4.5,3.17,5.5,0.71,2.5,0.71,3,1.41,4,1.41,3,-1,1,7,5,2,3,3.66666666666667,3,3,2.92307692307692,2.2,3.125,2.66666666666667,2.8,1.3,4,2.3,1.5,3.25,2.75,3.6,2.42857142857143,2.5,2.66666666666667,22,1,NA,"2",2,"student",4,1,1,4,"",4,3.85714285714286,3.8,1.75,4.14285714285714,3.83333333333333,3.25,1.75,5,4.33333333333333,"in_weeks",5,2,6,4,6,8,2,NA,6,"continued",3,1,5,3,4,6,3,5,3,"completed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.83333333333333,2.16666666666667,NA,"F2",FALSE,NA,6,3,"completed","completed","F2",4,3,10,5,3,4,3,3,5,3,4,4,3,6,3,4,5,1,5,6,2,2,5,4,3,4,4,6,6,2,5,NA,NA,NA,0,"F2",3.9,3.85714285714286,4.4,2.25,3.85714285714286,4.16666666666667,2.75,2.25,5,3
